DATA;REGIAO/CANAL;COD. PROD;DESCRICAO PROD;CATEGORY;FABRICANTE;MARCA;TAMANHO;LEVEL;VENDAS ('000 UNID);VENDAS EM VALOR REAL ('000);DISTR. PONDERADA;DISTRIBUICAO NUMERICA
;;R60103;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ANIMAL FANTÁSTICO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;ANIMAL FANTÁSTICO;COR;20141;7400326;11;83
;;R8548;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;BRUXO;COR;40285;1917652;86;26
;;R25240;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;TROUXA;COR;41217;4621353;31;58
;;R59104;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;DUENDE;COR;28972;2512396;60;51
;;N8906;CAPAS ROGUI WARTES LTDA. ROGUI LADIES ;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;;MARCA;14197;6191326;35;55
;;R51297;CAPAS ROGUI WARTES LTDA. ROGUI LADIES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;BRUXO;COR;5749;5896038;67;69
;;R23636;CAPAS ROGUI WARTES LTDA. ROGUI LADIES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;TROUXA;COR;48005;415942;48;80
;;R5291;CAPAS ROGUI WARTES LTDA. ROGUI LADIES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;DUENDE;COR;29076;7977971;56;87
;;B752;CAPAS ROGUIS MEIDE LTDA.  ;CAPAS;ROGUIS MEIDE LTDA.;;;FABRICANTE;31154;3944740;54;34
;;N1471;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;;MARCA;43067;8004257;5;85
;;R82472;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;BRUXO;COR;39196;4888612;14;84
;;R97304;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;TROUXA;COR;43070;5877439;10;90
;;R26605;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;DUENDE;COR;49175;7879142;76;86
;;N7553;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;;MARCA;18746;5215791;28;41
;;R19074;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ANIMAL FANTÁSTICO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;ANIMAL FANTÁSTICO;COR;14645;6778770;28;18
;;R85241;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX BRUXO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;BRUXO;COR;48331;2529888;65;59
;;R99102;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX TROUXA;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;TROUXA;COR;35722;9149948;21;78
;;R20506;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX DUENDE;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;DUENDE;COR;44991;2636936;63;74
;;N9830;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;;MARCA;46810;7873705;42;42
;;R64085;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;BRUXO;COR;36986;2226180;58;4
;;R59319;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;TROUXA;COR;42959;4299211;67;89
;;R18796;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;DUENDE;COR;37109;4560664;63;76
;;B319;CAPAS DEMENTADORES S/A  ;CAPAS;DEMENTADORES S/A;;;FABRICANTE;41843;209470;65;78
;;N234;CAPAS DEMENTADORES S/A VAIDEMORTE ;CAPAS;DEMENTADORES S/A;VAIDEMORTE;;MARCA;33785;9084386;12;54
;;R91716;CAPAS DEMENTADORES S/A VAIDEMORTE BRUXO;CAPAS;DEMENTADORES S/A;VAIDEMORTE;BRUXO;COR;23786;6093201;74;22
;;R59993;CAPAS DEMENTADORES S/A VAIDEMORTE TROUXA;CAPAS;DEMENTADORES S/A;VAIDEMORTE;TROUXA;COR;28683;3527285;19;8
;;R42210;CAPAS DEMENTADORES S/A VAIDEMORTE DUENDE;CAPAS;DEMENTADORES S/A;VAIDEMORTE;DUENDE;COR;24105;2063107;85;8
;;N2886;CAPAS DEMENTADORES S/A PAN ;CAPAS;DEMENTADORES S/A;PAN;;MARCA;45461;1758075;93;92
;;R13298;CAPAS DEMENTADORES S/A PAN ANIMAL FANTÁSTICO;CAPAS;DEMENTADORES S/A;PAN;ANIMAL FANTÁSTICO;COR;23022;1983101;14;77
;;R93759;CAPAS DEMENTADORES S/A PAN BRUXO;CAPAS;DEMENTADORES S/A;PAN;BRUXO;COR;40882;7346725;82;10
;;R21131;CAPAS DEMENTADORES S/A PAN TROUXA;CAPAS;DEMENTADORES S/A;PAN;TROUXA;COR;43318;4195244;97;0
;;R49532;CAPAS DEMENTADORES S/A PAN DUENDE;CAPAS;DEMENTADORES S/A;PAN;DUENDE;COR;7074;7695198;3;44
;;N5336;CAPAS DEMENTADORES S/A LESTRANHA ;CAPAS;DEMENTADORES S/A;LESTRANHA;;MARCA;2927;2362548;83;38
;;R27351;CAPAS DEMENTADORES S/A LESTRANHA BRUXO;CAPAS;DEMENTADORES S/A;LESTRANHA;BRUXO;COR;3585;2445217;50;22
;;R80752;CAPAS DEMENTADORES S/A LESTRANHA TROUXA;CAPAS;DEMENTADORES S/A;LESTRANHA;TROUXA;COR;33169;6780715;49;64
;;R13333;CAPAS DEMENTADORES S/A LESTRANHA DUENDE;CAPAS;DEMENTADORES S/A;LESTRANHA;DUENDE;COR;14418;6074427;14;24
;;B474;CAPAS ESCAMANDRO LTDA.  ;CAPAS;ESCAMANDRO LTDA.;;;FABRICANTE;20355;2160374;41;87
;;N5925;CAPAS ESCAMANDRO LTDA. NILTON ;CAPAS;ESCAMANDRO LTDA.;NILTON;;MARCA;29571;9371288;96;4
;;R36085;CAPAS ESCAMANDRO LTDA. NILTON BRUXO;CAPAS;ESCAMANDRO LTDA.;NILTON;BRUXO;COR;20388;719081;10;88
;;R23106;CAPAS ESCAMANDRO LTDA. NILTON TROUXA;CAPAS;ESCAMANDRO LTDA.;NILTON;TROUXA;COR;25579;3098432;55;82
;;R12951;CAPAS ESCAMANDRO LTDA. NILTON DUENDE;CAPAS;ESCAMANDRO LTDA.;NILTON;DUENDE;COR;22862;7394580;25;75
;;N1790;CAPAS ESCAMANDRO LTDA. NEUTRX ;CAPAS;ESCAMANDRO LTDA.;NEUTRX;;MARCA;26792;8176987;66;68
;;R73886;CAPAS ESCAMANDRO LTDA. NEUTRX ANIMAL FANTÁSTICO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;ANIMAL FANTÁSTICO;COR;11326;6872628;59;31
;;R31266;CAPAS ESCAMANDRO LTDA. NEUTRX BRUXO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;BRUXO;COR;20769;1317416;2;45
;;R73825;CAPAS ESCAMANDRO LTDA. NEUTRX TROUXA;CAPAS;ESCAMANDRO LTDA.;NEUTRX;TROUXA;COR;6249;1489452;8;21
;;R26852;CAPAS ESCAMANDRO LTDA. NEUTRX DUENDE;CAPAS;ESCAMANDRO LTDA.;NEUTRX;DUENDE;COR;23097;339229;37;36
;;N7409;CAPAS ESCAMANDRO LTDA. OLIVIA ;CAPAS;ESCAMANDRO LTDA.;OLIVIA;;MARCA;36444;7653356;49;16
;;R75276;CAPAS ESCAMANDRO LTDA. OLIVIA BRUXO;CAPAS;ESCAMANDRO LTDA.;OLIVIA;BRUXO;COR;47556;307217;44;29
;;R20355;CAPAS ESCAMANDRO LTDA. OLIVIA TROUXA;CAPAS;ESCAMANDRO LTDA.;OLIVIA;TROUXA;COR;18450;7578728;87;57
;;R27571;CAPAS ESCAMANDRO LTDA. OLIVIA DUENDE;CAPAS;ESCAMANDRO LTDA.;OLIVIA;DUENDE;COR;45215;4136382;72;72
;AREA VIII - AUTOSSERVIÇO;A958;CAPAS   ;CAPAS;;;;CATEGORY;49569;8608691;30;34
;;B541;CAPAS ROGUI WARTES LTDA.  ;CAPAS;ROGUI WARTES LTDA.;;;FABRICANTE;41518;5327124;60;80
;;N1266;CAPAS ROGUI WARTES LTDA. ROGUI WARTES ;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;;MARCA;3390;6011523;42;23
;;R81477;CAPAS ROGUI WARTES LTDA. ROGUI WARTES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;BRUXO;COR;12106;3357408;49;94
;;R94635;CAPAS ROGUI WARTES LTDA. ROGUI WARTES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;TROUXA;COR;3299;9021785;96;52
;;R51041;CAPAS ROGUI WARTES LTDA. ROGUI WARTES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;DUENDE;COR;32335;5584405;90;42
;;N2618;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;;MARCA;48601;4398793;35;35
;;R60103;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ANIMAL FANTÁSTICO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;ANIMAL FANTÁSTICO;COR;45273;4609593;68;41
;;R8548;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;BRUXO;COR;18063;3632590;57;39
;;R25240;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;TROUXA;COR;21116;9061238;54;96
;;R59104;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;DUENDE;COR;1195;533104;23;30
;;N8906;CAPAS ROGUI WARTES LTDA. ROGUI LADIES ;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;;MARCA;1132;2182837;48;49
;;R51297;CAPAS ROGUI WARTES LTDA. ROGUI LADIES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;BRUXO;COR;34140;6589214;7;55
;;R23636;CAPAS ROGUI WARTES LTDA. ROGUI LADIES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;TROUXA;COR;44331;9941841;44;9
;;R5291;CAPAS ROGUI WARTES LTDA. ROGUI LADIES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;DUENDE;COR;809;4457256;19;73
;;B752;CAPAS ROGUIS MEIDE LTDA.  ;CAPAS;ROGUIS MEIDE LTDA.;;;FABRICANTE;14234;3581707;73;1
;;N1471;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;;MARCA;37513;1159320;57;77
;;R82472;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;BRUXO;COR;26491;9721897;28;59
;;R97304;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;TROUXA;COR;21861;6630394;25;18
;;R26605;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;DUENDE;COR;30616;8772493;41;2
;;N7553;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;;MARCA;2871;2629395;94;31
;;R19074;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ANIMAL FANTÁSTICO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;ANIMAL FANTÁSTICO;COR;43226;7213205;41;81
;;R85241;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX BRUXO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;BRUXO;COR;18482;6847852;64;75
;;R99102;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX TROUXA;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;TROUXA;COR;18608;281764;61;17
;;R20506;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX DUENDE;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;DUENDE;COR;49065;2624973;86;6
;;N9830;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;;MARCA;13192;2417872;13;68
;;R64085;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;BRUXO;COR;40685;30159;45;86
;;R59319;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;TROUXA;COR;19530;2493368;68;30
;;R18796;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;DUENDE;COR;2915;5020085;43;87
;;B319;CAPAS DEMENTADORES S/A  ;CAPAS;DEMENTADORES S/A;;;FABRICANTE;39375;6928247;1;38
;;N234;CAPAS DEMENTADORES S/A VAIDEMORTE ;CAPAS;DEMENTADORES S/A;VAIDEMORTE;;MARCA;11418;9041249;55;55
;;R91716;CAPAS DEMENTADORES S/A VAIDEMORTE BRUXO;CAPAS;DEMENTADORES S/A;VAIDEMORTE;BRUXO;COR;41165;3708514;50;56
;;R59993;CAPAS DEMENTADORES S/A VAIDEMORTE TROUXA;CAPAS;DEMENTADORES S/A;VAIDEMORTE;TROUXA;COR;13132;3548132;5;12
;;R42210;CAPAS DEMENTADORES S/A VAIDEMORTE DUENDE;CAPAS;DEMENTADORES S/A;VAIDEMORTE;DUENDE;COR;49308;540163;66;100
;;N2886;CAPAS DEMENTADORES S/A PAN ;CAPAS;DEMENTADORES S/A;PAN;;MARCA;18272;1199029;60;89
;;R13298;CAPAS DEMENTADORES S/A PAN ANIMAL FANTÁSTICO;CAPAS;DEMENTADORES S/A;PAN;ANIMAL FANTÁSTICO;COR;18080;4685846;15;67
;;R93759;CAPAS DEMENTADORES S/A PAN BRUXO;CAPAS;DEMENTADORES S/A;PAN;BRUXO;COR;37284;1010091;41;63
;;R21131;CAPAS DEMENTADORES S/A PAN TROUXA;CAPAS;DEMENTADORES S/A;PAN;TROUXA;COR;11217;7350420;19;92
;;R49532;CAPAS DEMENTADORES S/A PAN DUENDE;CAPAS;DEMENTADORES S/A;PAN;DUENDE;COR;1549;6936641;32;26
;;N5336;CAPAS DEMENTADORES S/A LESTRANHA ;CAPAS;DEMENTADORES S/A;LESTRANHA;;MARCA;2944;1559163;44;57
;;R27351;CAPAS DEMENTADORES S/A LESTRANHA BRUXO;CAPAS;DEMENTADORES S/A;LESTRANHA;BRUXO;COR;29491;3971507;72;69
;;R80752;CAPAS DEMENTADORES S/A LESTRANHA TROUXA;CAPAS;DEMENTADORES S/A;LESTRANHA;TROUXA;COR;14914;4032271;28;33
;;R13333;CAPAS DEMENTADORES S/A LESTRANHA DUENDE;CAPAS;DEMENTADORES S/A;LESTRANHA;DUENDE;COR;42198;9074286;76;57
;;B474;CAPAS ESCAMANDRO LTDA.  ;CAPAS;ESCAMANDRO LTDA.;;;FABRICANTE;35747;4911162;1;50
;;N5925;CAPAS ESCAMANDRO LTDA. NILTON ;CAPAS;ESCAMANDRO LTDA.;NILTON;;MARCA;42274;4012818;74;21
;;R36085;CAPAS ESCAMANDRO LTDA. NILTON BRUXO;CAPAS;ESCAMANDRO LTDA.;NILTON;BRUXO;COR;33849;6137537;57;29
;;R23106;CAPAS ESCAMANDRO LTDA. NILTON TROUXA;CAPAS;ESCAMANDRO LTDA.;NILTON;TROUXA;COR;35679;1686862;27;10
;;R12951;CAPAS ESCAMANDRO LTDA. NILTON DUENDE;CAPAS;ESCAMANDRO LTDA.;NILTON;DUENDE;COR;19834;3346703;36;95
;;N1790;CAPAS ESCAMANDRO LTDA. NEUTRX ;CAPAS;ESCAMANDRO LTDA.;NEUTRX;;MARCA;18177;5777388;98;2
;;R73886;CAPAS ESCAMANDRO LTDA. NEUTRX ANIMAL FANTÁSTICO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;ANIMAL FANTÁSTICO;COR;13601;2624873;100;81
;;R31266;CAPAS ESCAMANDRO LTDA. NEUTRX BRUXO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;BRUXO;COR;13889;4987435;67;71
;;R73825;CAPAS ESCAMANDRO LTDA. NEUTRX TROUXA;CAPAS;ESCAMANDRO LTDA.;NEUTRX;TROUXA;COR;15975;8226319;76;53
;;R26852;CAPAS ESCAMANDRO LTDA. NEUTRX DUENDE;CAPAS;ESCAMANDRO LTDA.;NEUTRX;DUENDE;COR;35705;3624241;94;1
;;N7409;CAPAS ESCAMANDRO LTDA. OLIVIA ;CAPAS;ESCAMANDRO LTDA.;OLIVIA;;MARCA;25348;3941452;9;77
;;R75276;CAPAS ESCAMANDRO LTDA. OLIVIA BRUXO;CAPAS;ESCAMANDRO LTDA.;OLIVIA;BRUXO;COR;45391;6593541;80;54
;;R20355;CAPAS ESCAMANDRO LTDA. OLIVIA TROUXA;CAPAS;ESCAMANDRO LTDA.;OLIVIA;TROUXA;COR;20679;2244078;48;74
;;R27571;CAPAS ESCAMANDRO LTDA. OLIVIA DUENDE;CAPAS;ESCAMANDRO LTDA.;OLIVIA;DUENDE;COR;14047;9848057;95;24
abr/15;AREA I - AUTOSSERVIÇO;A958;CAPAS   ;CAPAS;;;;CATEGORY;3184;7584478;4;48
;;B541;CAPAS ROGUI WARTES LTDA.  ;CAPAS;ROGUI WARTES LTDA.;;;FABRICANTE;19890;7018531;53;11
;;N1266;CAPAS ROGUI WARTES LTDA. ROGUI WARTES ;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;;MARCA;20609;9087278;34;85
;;R81477;CAPAS ROGUI WARTES LTDA. ROGUI WARTES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;BRUXO;COR;41460;3810139;12;90
;;R94635;CAPAS ROGUI WARTES LTDA. ROGUI WARTES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;TROUXA;COR;48468;1157453;87;90
;;R51041;CAPAS ROGUI WARTES LTDA. ROGUI WARTES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI WARTES;DUENDE;COR;44309;4859263;83;86
;;N2618;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;;MARCA;25558;2306578;81;77
;;R60103;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES ANIMAL FANTÁSTICO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;ANIMAL FANTÁSTICO;COR;25858;6678527;20;65
;;R8548;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;BRUXO;COR;25226;9257231;56;52
;;R25240;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;TROUXA;COR;30442;5293103;95;87
;;R59104;CAPAS ROGUI WARTES LTDA. ROGUI PARATODES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI PARATODES;DUENDE;COR;25512;8921651;82;2
;;N8906;CAPAS ROGUI WARTES LTDA. ROGUI LADIES ;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;;MARCA;4754;5286110;96;41
;;R51297;CAPAS ROGUI WARTES LTDA. ROGUI LADIES BRUXO;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;BRUXO;COR;17324;2159100;54;98
;;R23636;CAPAS ROGUI WARTES LTDA. ROGUI LADIES TROUXA;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;TROUXA;COR;35876;709507;31;28
;;R5291;CAPAS ROGUI WARTES LTDA. ROGUI LADIES DUENDE;CAPAS;ROGUI WARTES LTDA.;ROGUI LADIES;DUENDE;COR;26517;3145038;40;75
;;B752;CAPAS ROGUIS MEIDE LTDA.  ;CAPAS;ROGUIS MEIDE LTDA.;;;FABRICANTE;42107;7701180;57;17
;;N1471;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;;MARCA;41345;1679790;32;29
;;R82472;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;BRUXO;COR;36523;7396499;35;30
;;R97304;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;TROUXA;COR;22232;2163057;57;45
;;R26605;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI WOODCROFT DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI WOODCROFT;DUENDE;COR;32535;1835138;38;11
;;N7553;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;;MARCA;7111;9322137;30;10
;;R19074;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX ANIMAL FANTÁSTICO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;ANIMAL FANTÁSTICO;COR;34073;4834186;21;98
;;R85241;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX BRUXO;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;BRUXO;COR;32927;444937;19;88
;;R99102;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX TROUXA;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;TROUXA;COR;10629;7320377;74;74
;;R20506;CAPAS ROGUIS MEIDE LTDA. QUALQUERSEX DUENDE;CAPAS;ROGUIS MEIDE LTDA.;QUALQUERSEX;DUENDE;COR;20757;8249255;95;8
;;N9830;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA ;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;;MARCA;7988;118370;29;55
;;R64085;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA BRUXO;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;BRUXO;COR;42064;8772042;35;72
;;R59319;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA TROUXA;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;TROUXA;COR;8344;1287550;5;36
;;R18796;CAPAS ROGUIS MEIDE LTDA. MEIDIBAI ROSMERTA DUENDE;CAPAS;ROGUIS MEIDE LTDA.;MEIDIBAI ROSMERTA;DUENDE;COR;38086;2499789;28;3
;;B319;CAPAS DEMENTADORES S/A  ;CAPAS;DEMENTADORES S/A;;;FABRICANTE;16572;7257554;40;17
;;N234;CAPAS DEMENTADORES S/A VAIDEMORTE ;CAPAS;DEMENTADORES S/A;VAIDEMORTE;;MARCA;19074;3194562;100;55
;;R91716;CAPAS DEMENTADORES S/A VAIDEMORTE BRUXO;CAPAS;DEMENTADORES S/A;VAIDEMORTE;BRUXO;COR;31638;7876271;33;63
;;R59993;CAPAS DEMENTADORES S/A VAIDEMORTE TROUXA;CAPAS;DEMENTADORES S/A;VAIDEMORTE;TROUXA;COR;22605;2429674;81;72
;;R42210;CAPAS DEMENTADORES S/A VAIDEMORTE DUENDE;CAPAS;DEMENTADORES S/A;VAIDEMORTE;DUENDE;COR;31136;4361918;14;33
;;N2886;CAPAS DEMENTADORES S/A PAN ;CAPAS;DEMENTADORES S/A;PAN;;MARCA;9384;17830;91;4
;;R13298;CAPAS DEMENTADORES S/A PAN ANIMAL FANTÁSTICO;CAPAS;DEMENTADORES S/A;PAN;ANIMAL FANTÁSTICO;COR;20034;5098750;18;26
;;R93759;CAPAS DEMENTADORES S/A PAN BRUXO;CAPAS;DEMENTADORES S/A;PAN;BRUXO;COR;35361;8532568;27;58
;;R21131;CAPAS DEMENTADORES S/A PAN TROUXA;CAPAS;DEMENTADORES S/A;PAN;TROUXA;COR;49922;7065667;32;35
;;R49532;CAPAS DEMENTADORES S/A PAN DUENDE;CAPAS;DEMENTADORES S/A;PAN;DUENDE;COR;43893;7893274;79;26
;;N5336;CAPAS DEMENTADORES S/A LESTRANHA ;CAPAS;DEMENTADORES S/A;LESTRANHA;;MARCA;36447;5880676;10;74
;;R27351;CAPAS DEMENTADORES S/A LESTRANHA BRUXO;CAPAS;DEMENTADORES S/A;LESTRANHA;BRUXO;COR;28236;3320595;15;51
;;R80752;CAPAS DEMENTADORES S/A LESTRANHA TROUXA;CAPAS;DEMENTADORES S/A;LESTRANHA;TROUXA;COR;38482;845580;25;100
;;R13333;CAPAS DEMENTADORES S/A LESTRANHA DUENDE;CAPAS;DEMENTADORES S/A;LESTRANHA;DUENDE;COR;49067;2839138;82;36
;;B474;CAPAS ESCAMANDRO LTDA.  ;CAPAS;ESCAMANDRO LTDA.;;;FABRICANTE;9142;6981198;100;67
;;N5925;CAPAS ESCAMANDRO LTDA. NILTON ;CAPAS;ESCAMANDRO LTDA.;NILTON;;MARCA;46471;8939291;100;67
;;R36085;CAPAS ESCAMANDRO LTDA. NILTON BRUXO;CAPAS;ESCAMANDRO LTDA.;NILTON;BRUXO;COR;39625;6045471;84;44
;;R23106;CAPAS ESCAMANDRO LTDA. NILTON TROUXA;CAPAS;ESCAMANDRO LTDA.;NILTON;TROUXA;COR;12622;3743885;77;49
;;R12951;CAPAS ESCAMANDRO LTDA. NILTON DUENDE;CAPAS;ESCAMANDRO LTDA.;NILTON;DUENDE;COR;47690;3024585;12;9
;;N1790;CAPAS ESCAMANDRO LTDA. NEUTRX ;CAPAS;ESCAMANDRO LTDA.;NEUTRX;;MARCA;45327;4606137;90;1
;;R73886;CAPAS ESCAMANDRO LTDA. NEUTRX ANIMAL FANTÁSTICO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;ANIMAL FANTÁSTICO;COR;14652;2643406;3;94
;;R31266;CAPAS ESCAMANDRO LTDA. NEUTRX BRUXO;CAPAS;ESCAMANDRO LTDA.;NEUTRX;BRUXO;COR;40235;1509328;100;82
